kind,algorithm,n,block,repeat,algorithm_ms,wall_ms
scan,Efficient unoptimized,1048576,1024,10,1.82374406,3.8462
scan,Efficient unoptimized,1048576,1024,11,1.83852804,3.9277
scan,Efficient unoptimized,1048576,1024,12,1.82435203,3.8836
scan,Efficient unoptimized,1048576,1024,13,1.82579195,3.8222
scan,Efficient unoptimized,1048576,1024,14,1.82361603,3.8091
scan,Efficient unoptimized,1048576,128,0,1.29763198,3.2074
scan,Efficient unoptimized,1048576,128,1,1.29705596,3.281
scan,Efficient unoptimized,1048576,128,2,1.30063999,3.3741
scan,Efficient unoptimized,1048576,128,3,1.299968,3.3891
scan,Efficient unoptimized,1048576,128,4,1.29727995,3.3283
scan,Efficient unoptimized,1048576,128,5,1.30355203,3.4142
scan,Efficient unoptimized,1048576,128,6,1.294976,3.3211
scan,Efficient unoptimized,1048576,128,7,1.30156803,3.4177
scan,Efficient unoptimized,1048576,128,8,1.303936,3.4356
scan,Efficient unoptimized,1048576,128,9,1.29903996,3.2573
scan,Efficient unoptimized,1048576,128,10,1.30083203,3.2801
scan,Efficient unoptimized,1048576,128,11,1.29676795,3.2516
scan,Efficient unoptimized,1048576,128,12,1.29811203,3.3234
scan,Efficient unoptimized,1048576,128,13,1.29660797,3.3792
scan,Efficient unoptimized,1048576,128,14,1.30063999,3.2787
scan,Shared unpadded,1048576,128,0,0.277471989,2.7703
scan,Shared unpadded,1048576,128,1,0.260639995,2.5243
scan,Shared unpadded,1048576,128,2,0.254496008,2.4841
scan,Shared unpadded,1048576,128,3,0.282528013,2.5403
scan,Shared unpadded,1048576,128,4,0.290623993,2.6753
scan,Shared unpadded,1048576,128,5,0.324672014,2.9148
scan,Shared unpadded,1048576,128,6,0.288127989,2.8921
scan,Shared unpadded,1048576,128,7,0.250528008,2.5354
scan,Shared unpadded,1048576,128,8,0.251744002,2.4857
scan,Shared unpadded,1048576,128,9,0.249791995,2.4599
scan,Shared unpadded,1048576,128,10,0.266496003,2.6889
scan,Shared unpadded,1048576,128,11,0.259232014,2.5391
scan,Shared unpadded,1048576,128,12,0.25859201,2.6774
scan,Shared unpadded,1048576,128,13,0.259328008,2.6352
scan,Shared unpadded,1048576,128,14,0.261184007,2.8335
scan,Shared unpadded,1048576,1024,0,0.442176014,2.7902
scan,Shared unpadded,1048576,1024,1,0.438847989,2.695
scan,Shared unpadded,1048576,1024,2,0.466336012,2.8117
scan,Shared unpadded,1048576,1024,3,0.44848001,2.7959
scan,Shared unpadded,1048576,1024,4,0.444640011,2.7181
scan,Shared unpadded,1048576,1024,5,0.448415995,2.6937
scan,Shared unpadded,1048576,1024,6,0.486624002,2.8256
scan,Shared unpadded,1048576,1024,7,0.4472,2.7398
scan,Shared unpadded,1048576,1024,8,0.447104007,2.7027
scan,Shared unpadded,1048576,1024,9,0.438816011,2.6486
scan,Shared unpadded,1048576,1024,10,0.448352009,2.7037
scan,Shared unpadded,1048576,1024,11,0.433183998,2.6272
scan,Shared unpadded,1048576,1024,12,0.439520001,2.7073
scan,Shared unpadded,1048576,1024,13,0.436159998,2.7137
scan,Shared unpadded,1048576,1024,14,0.446655989,2.6473
scan,Shared unpadded,1048576,64,0,0.269248009,2.6011
scan,Shared unpadded,1048576,64,1,0.253280014,2.4987
scan,Shared unpadded,1048576,64,2,0.25248,2.42
scan,Shared unpadded,1048576,64,3,0.250943989,2.4813
scan,Shared unpadded,1048576,64,4,0.28016001,2.4588
scan,Shared unpadded,1048576,64,5,0.252831995,2.4619
scan,Shared unpadded,1048576,64,6,0.255840003,2.4059
scan,Shared unpadded,1048576,64,7,0.256287992,2.547
scan,Shared unpadded,1048576,64,8,0.27433601,2.6122
scan,Shared unpadded,1048576,64,9,0.290847987,2.5389
scan,Shared unpadded,1048576,64,10,0.271968007,2.5377
scan,Shared unpadded,1048576,64,11,0.330464005,2.5517
scan,Shared unpadded,1048576,64,12,0.254559994,2.4688
scan,Shared unpadded,1048576,64,13,0.253600001,2.5025
scan,Shared unpadded,1048576,64,14,0.25078401,2.7818
scan,Shared unpadded,1048576,256,0,0.27561599,2.4446
scan,Shared unpadded,1048576,256,1,0.274816006,2.4209
scan,Shared unpadded,1048576,256,2,0.282079995,2.6494
scan,Shared unpadded,1048576,256,3,0.276192009,2.5087
scan,Shared unpadded,1048576,256,4,0.273663998,2.4502
scan,Shared unpadded,1048576,256,5,0.272576004,2.4309
scan,Shared unpadded,1048576,256,6,0.275680006,2.4284
scan,Shared unpadded,1048576,256,7,0.274688005,2.4228
scan,Shared unpadded,1048576,256,8,0.272864014,2.4189
scan,Shared unpadded,1048576,256,9,0.302911997,2.7977
scan,Shared unpadded,1048576,256,10,0.272448003,2.5725
scan,Shared unpadded,1048576,256,11,0.273759991,2.5412
scan,Shared unpadded,1048576,256,12,0.274495989,2.5834
scan,Shared unpadded,1048576,256,13,0.283264011,2.4676
scan,Shared unpadded,1048576,256,14,0.274208009,2.4329
scan,Shared unpadded,1048576,32,0,0.310943991,2.5228
scan,Shared unpadded,1048576,32,1,0.309983999,2.5579
scan,Shared unpadded,1048576,32,2,0.312736005,2.5665
scan,Shared unpadded,1048576,32,3,0.325183988,2.8341
scan,Shared unpadded,1048576,32,4,0.315968007,2.5818
scan,Shared unpadded,1048576,32,5,0.312128007,2.4937
scan,Shared unpadded,1048576,32,6,0.312959999,2.4878
scan,Shared unpadded,1048576,32,7,0.312480003,2.7288
scan,Shared unpadded,1048576,32,8,0.336672008,2.7296
scan,Shared unpadded,1048576,32,9,0.315263987,2.6959
scan,Shared unpadded,1048576,32,10,0.31577599,2.8436
scan,Shared unpadded,1048576,32,11,0.350495994,2.739
scan,Shared unpadded,1048576,32,12,0.333023995,2.667
scan,Shared unpadded,1048576,32,13,0.402880013,2.6453
scan,Shared unpadded,1048576,32,14,0.331328005,2.6346
scan,Shared unpadded,1048576,512,0,0.319680005,2.581
scan,Shared unpadded,1048576,512,1,0.313888013,2.5653
scan,Shared unpadded,1048576,512,2,0.300063998,2.4977
scan,Shared unpadded,1048576,512,3,0.328895986,2.5528
scan,Shared unpadded,1048576,512,4,0.308735996,2.584
scan,Shared unpadded,1048576,512,5,0.311648011,2.5834
scan,Shared unpadded,1048576,512,6,0.300927997,2.4716
scan,Shared unpadded,1048576,512,7,0.298207998,2.4583
scan,Shared unpadded,1048576,512,8,0.300352007,2.4368
scan,Shared unpadded,1048576,512,9,0.299519986,2.4331
scan,Shared unpadded,1048576,512,10,0.299840003,2.5696
scan,Shared unpadded,1048576,512,11,0.303743988,2.6239
scan,Shared unpadded,1048576,512,12,0.301984012,2.5098
scan,Shared unpadded,1048576,512,13,0.302240014,2.4445
scan,Shared unpadded,1048576,512,14,0.300063998,2.4491
